Country	Operator	Network	CC	MCC	MNC	OperatorId	Command	
India	TATA DoCoMo	DoCoMo Kolkata	91	405	036	1161	Edit	
India	TATA DoCoMo	DoCoMo Madhya Pradesh	91	405	038	1162	Edit	
India	TATA DoCoMo	DoCoMo Maharashtra	91	405	037	1163	Edit	
India	TATA DoCoMo	DoCoMo Mumbai	91	405	039	1164	Edit	
India	TATA DoCoMo	DoCoMo Orissa	91	405	041	1165	Edit	
India	TATA DoCoMo	DoCoMo Punjab	91	405	042	1166	Edit	
India	TATA DoCoMo	DoCoMo Rajasthan	91	405	043	1167	Edit	
India	TATA DoCoMo	DoCoMo Tamil Nadu	91	405	044	1168	Edit	
India	TATA DoCoMo	DoCoMo UP East	91	405	045	1169	Edit	
India	TATA DoCoMo	DoCoMo UP West	91	405	046	1170	Edit	
India	TATA DoCoMo	DoCoMo West Bengal	91	405	047	1171	Edit	
India	Tata Teleservices	Tata Indicom	91	404	996	426	Edit	
India	Unallocated prefix	Unallocated prefix	91	n/a	n/a	427	Edit	
India	Uninor	Uninor Andhra Pradesh	91	405	819	1227	Edit	
India	Uninor	Uninor Assam	91	405	875	1235	Edit	
India	Uninor	Uninor Bihar	91	405	876	1357	Edit	
India	Uninor	Uninor Delhi	91	405	844	1358	Edit	
India	Uninor	Uninor Gujarat	91	405	927	1233	Edit	
India	Uninor	Uninor Haryana	91	405	813	1360	Edit	
India	Uninor	Uninor Himachal Pradesh	91	405	814	1359	Edit	
India	Uninor	Uninor Jammu & Kashmir	91	405	815	1361	Edit	
India	Uninor	Uninor Karnataka	91	405	820	1229	Edit	
India	Uninor	Uninor Kerala	91	405	821	1230	Edit	
India	Uninor	Uninor Kolkata	91	405	822	1231	Edit	
India	Uninor	Uninor Madhya Pradesh	91	405	928	1362	Edit	
India	Uninor	Uninor Maharashtra	91	405	929	1234	Edit	
India	Uninor	Uninor Mumbai	91	405	926	1364	Edit	
India	Uninor	Uninor North East	91	405	877	1365	Edit	
India	Uninor	Uninor Orissa	91	405	878	1366	Edit	
India	Uninor	Uninor Punjab	91	405	816	1367	Edit	
India	Uninor	Uninor Rajasthan	91	405	817	1368	Edit	
India	Uninor	Uninor UP East	91	405	879	1369	Edit	
India	Uninor	Uninor UP West	91	405	818	1228	Edit	
India	Uninor	Uninor West bengal	91	405	880	1232	Edit	
India	Videocon Datacom	Videcon Jammu & Kashmir	91	405	830	1267	Edit	
India	Videocon Datacom	Videocon Andhra Pradesh	91	405	823	1261	Edit	
India	Videocon Datacom	Videocon Assam	91	405	824	1258	Edit	
India	Videocon Datacom	Videocon Bihar	91	405	825	1262	Edit	
India	Videocon Datacom	Videocon Delhi	91	405	826	1263	Edit	
India	Videocon Datacom	Videocon Gujarat	91	405	827	1259	Edit	
India	Videocon Datacom	Videocon Haryana	91	405	828	1265	Edit	
India	Videocon Datacom	Videocon Himachal Pradesh	91	405	829	1266	Edit	
India	Videocon Datacom	Videocon Karnataka	91	405	831	1268	Edit	
India	Videocon Datacom	Videocon Kerala	91	405	832	1269	Edit	
India	Videocon Datacom	Videocon Kolkata	91	405	833	1270	Edit	
India	Videocon Datacom	Videocon Madhya Pradesh	91	405	834	1260	Edit	
India	Videocon Datacom	Videocon Maharashtra	91	405	835	1271	Edit	
India	Videocon Datacom	Videocon Mumbai	91	405	836	1272	Edit	
India	Videocon Datacom	Videocon North East	91	405	837	1273	Edit	
India	Videocon Datacom	Videocon Orissa	91	405	838	1274	Edit	
India	Videocon Datacom	Videocon Punjab	91	405	932	1529	Edit	
India	Videocon Datacom	Videocon Rajasthan	91	405	839	1275	Edit	
India	Videocon Datacom	Videocon UP East	91	405	841	1277	Edit	
India	Videocon Datacom	Videocon UP West	91	405	842	1278	Edit	
India	Videocon Datacom	Videocon West Bengal	91	405	843	1279	Edit	
India	Vodafone Essar	Vodafone Andhra Pradesh	91	404	13	428	Edit	
India	Vodafone Essar	Vodafone Assam	91	405	751	1370	Edit	
India	Vodafone Essar	Vodafone Bihar	91	405	752	1371	Edit	
India	Vodafone Essar	Vodafone Chennai	91	404	84	429	Edit	
India	Vodafone Essar	Vodafone Delhi	91	404	11	430	Edit	
India	Vodafone Essar	Vodafone Gujarat	91	404	05	431	Edit	
India	Vodafone Essar	Vodafone Haryana	91	404	01	432	Edit	
India	Vodafone Essar	Vodafone Himachal Pradesh	91	405	754	1399	Edit	
India	Vodafone Essar	Vodafone Jammu & Kashmir	91	405	750	1396	Edit	
India	Vodafone Essar	Vodafone Karnataka	91	404	86	433	Edit	
India	Vodafone Essar	Vodafone Kerala	91	404	46	434	Edit	
India	Vodafone Essar	Vodafone Kolkata	91	404	30	435	Edit	
India	Vodafone Essar	Vodafone Maharashtra	91	404	27	436	Edit	
India	Vodafone Essar	Vodafone Mumbai	91	404	20	437	Edit	
India	Vodafone Essar	Vodafone North East	91	405	755	1616	Edit	
India	Vodafone Essar	Vodafone Orissa	91	405	753	1398	Edit	
India	Vodafone Essar	Vodafone Punjab	91	404	88	438	Edit	
India	Vodafone Essar	Vodafone Rajastan	91	404	60	439	Edit	
India	Vodafone Essar	Vodafone Tamilnadu	91	404	43	440	Edit	
India	Vodafone Essar	Vodafone UP East	91	404	15	441	Edit	
India	Vodafone Essar	Vodafone UP West	91	405	66	1192	Edit	
India	Vodafone Essar	Vodafone West Bengal	91	404	00	1062	Edit	
India	Vodafone Essar	Vodafone West Bengal	91	405	67	1062	Edit	
India	Vodafone Hutchison	Vodafone Madhya Pradesh	91	405	68	1184	Edit	
India	Vodafone Hutchison	Vodafone Madhya Pradesh	91	405	756	1184	Edit	
Indonesia	3 Indonesia	3 Indonesia	62	510	89	442	Edit	
Indonesia	ACeS Indonesia	PT Pasific Satelit Nusantara	62	510	00	443	Edit	
Indonesia	Excelcom	XL	62	510	11	444	Edit	
Indonesia	Komselindo	Komselindo STKB-C (AMPS)	62	510	996	1175	Edit	
Indonesia	Komselindo	Komselindo STKB-C (NMT)	62	510	997	1176	Edit	
Indonesia	PT Bakrie Telecom	Esia	62	510	99	446	Edit	
Indonesia	PT Bakrie Telecom	Esia	62	510	998	446	Edit	
Indonesia	PT Indonesian Satellite Corp	Indosat IM3/StarOne	62	510	01	447	Edit	
Indonesia	PT Indonesian Satellite Corp	Indosat IM3/StarOne	62	510	03	447	Edit	
Indonesia	PT Natrindo Telepon Seluler	Axis	62	510	08	448	Edit	
Indonesia	PT Smartfren Telecom	Smartfren	62	510	09	445	Edit	
Indonesia	PT Smartfren Telecom	Smartfren	62	510	28	445	Edit	
Indonesia	PT Telekomunikasi Indonesia	Telkom Flexi	62	510	07	449	Edit	
Indonesia	PT Telekomunikasi Selular	Telkomsel	62	510	10	450	Edit	
Indonesia	Unallocated prefix	Unallocated prefix	62	n/a	n/a	451	Edit	
International	Inmarsat	Inmarsat	872	901	11	452	Edit	
International	International Freephone Service	International Freephone Service	888	901	992	1026	Edit	
International	International National Rate Service	International National Rate Service	872	901	996	1030	Edit	
International	International Premium Rate Service	International Premium Rate Service	883	901	997	1031	Edit	
International	International Public Correspondance Service	International Public Correspondance Service	882	901	998	1032	Edit	
International	International Satellite Networks	International Satellite Networks	873	901	995	1029	Edit	
International	International Shared Cost Service	International Shared Cost Service	808	901	993	1027	Edit	
International	Telecommunications for Disaster Relief	Telecommunications for Disaster Relief	800	901	986	1033	Edit	
International	Thuraya	Thuraya	871	901	05	1204	Edit	
International	Unallocated prefix	Unallocated prefix	871	n/a	n/a	453	Edit	
International	Universal Personal Telecomms Service	Universal Personal Telecomms Service	874	901	994	1028	Edit	
Iran	Iran Telecom	MCI	98	432	11	454	Edit	
Iran	Irancell	MTN Irancell	98	432	35	455	Edit	
Iran	KFZO	TKC	98	432	14	456	Edit	
Iran	MTCE	MTCE	98	432	19	457	Edit	
Iran	Rafsanjan IC	Taliya	98	432	32	458	Edit	
Iran	Rightel Iran	Rightel Iran	98	432	20	1480	Edit	
Iran	Unallocated prefix	Unallocated prefix	98	n/a	n/a	459	Edit	
Iraq	Asia Cell	Asia Cell	964	418	05	460	Edit	
Iraq	Itisaluna Wireless	Itisaluna Wireless	964	418	62	1478	Edit	
Iraq	Korek Telecom	Korek Telecom	964	418	40	462	Edit	
Iraq	Korek Telecom	Korek Telecom	964	418	91	462	Edit	
Iraq	Mobitel Iraq	Mobitel Iraq	964	418	45	1146	Edit	
Iraq	Unallocated prefix	Unallocated prefix	964	n/a	n/a	464	Edit	
Iraq	Zain Iraq	Atheer Telecom	964	418	20	461	Edit	
Iraq	Zain Iraq	Iraqna	964	418	30	463	Edit	
Ireland	3 Ireland	3 Ireland	353	272	05	465	Edit	
Ireland	Carphone Ireland	Carphone Ireland	353	272	16	1581	Edit	
Ireland	LIffey Telecom	LIffey Telecom	353	272	11	1240	Edit	
Ireland	Meteor	Meteor	353	272	03	466	Edit	
Ireland	Meteor	Meteor	353	272	07	466	Edit	
Ireland	O2 Ireland	O2 Ireland	353	272	02	467	Edit	
Ireland	O2 Ireland	O2 Ireland	353	272	13	467	Edit	
Ireland	Unallocated prefix	Unallocated prefix	353	n/a	n/a	468	Edit	
Ireland	Virgin Mobile	Virgin Ireland	353	272	15	1604	Edit	
Ireland	Vodafone Ireland	Vodafone Ireland	353	272	01	469	Edit	
Isle of Man	C&W Isle of Man	C&W Isle of Man	44	234	36	1453	Edit	
Isle of Man	Cloud 9 Mobile Communications PLC	Cloud 9	44	234	18	1125	Edit	
Isle of Man	Manx Telecom	Manx Telecom	44	234	58	470	Edit	
Israel	Cellcom Israel	Cellcom Israel	972	425	02	471	Edit	
Israel	Cellcom Israel	Cellcom Israel	972	425	15	471	Edit	
Israel	Golan Telecom	Golan Telecom	972	425	08	1416	Edit	
Israel	Hot Mobile	Hot Mobile	972	425	07	472	Edit	
Israel	Hot Mobile	Hot Mobile	972	425	77	472	Edit	
Israel	Partner Communications	Orange Israel	972	425	01	473	Edit	
Israel	Pelephone	Pelephone	972	425	03	474	Edit	
Israel	Pelephone	Pelephone	972	425	12	474	Edit	
Israel	Pelephone	Pelephone	972	425	16	474	Edit	
Israel	Pelephone	Pelephone	972	425	18	474	Edit	
Israel	Pelephone	Pelephone	972	425	303	474	Edit	
Israel	Telzar	Azi Communications	972	425	19	1541	Edit	
Israel	Unallocated prefix	Unallocated prefix	972	n/a	n/a	475	Edit	
Israel	Youphone	Alon Cellular Ltd	972	425	14	1547	Edit	
Italy	3 Italy	3 Italy	39	222	99	476	Edit	
Italy	ILIAD	ILIAD	39	222	50	1675	Edit	
Italy	Lyca Italy	Lycamobile	39	222	35	1548	Edit	
Italy	Noverca	Noverca	39	222	07	1401	Edit	
Italy	Poste Mobile	Poste Mobile	39	222	33	1536	Edit	
Italy	Telecom Italia	TIM	39	222	01	477	Edit	
Italy	Telecom Italia	TIM	39	222	08	477	Edit	
Italy	Telecom Italia	TIM	39	222	34	477	Edit	
Italy	Telecom Italia	TIM	39	222	36	477	Edit	
Italy	Telecom Italia	TIM	39	222	43	477	Edit	
Italy	Telecom Italia	TIM	39	222	48	477	Edit	
Italy	Unallocated prefix	Unallocated prefix	39	n/a	n/a	478	Edit	
Italy	Vodafone Omnitel	Vodafone Italy	39	222	10	480	Edit	
Italy	Wind	Wind	39	222	88	479	Edit	
Jamaica	C&W Jamaica	C&W Jamaica	1876	338	20	481	Edit	
Jamaica	C&W Jamaica	C&W Jamaica	1876	338	180	481	Edit	
Jamaica	Digicel Jamaica	Digicel Jamaica	1876	338	50	482	Edit	
Jamaica	Digicel Jamaica	Digicel Jamaica	1876	338	050	482	Edit	
Jamaica	Ocean Digital Jamaica	Claro Jamaica	1876	338	70	483	Edit	
Jamaica	Unallocated prefix	Unallocated prefix	1876	n/a	n/a	484	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	01	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	02	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	03	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	09	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	10	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	11	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	12	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	13	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	14	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	15	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	16	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	17	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	18	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	19	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	21	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	22	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	23	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	24	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	25	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	26	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	27	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	28	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	29	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	30	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	31	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	32	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	33	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	34	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	35	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	36	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	37	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	38	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	39	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	49	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	58	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	60	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	61	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	62	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	63	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	64	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	65	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	66	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	67	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	68	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	69	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	78	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	87	1063	Edit	
Japan	NTT DoCoMo	DOCOMO	81	440	99	1063	Edit	
Japan	Softbank Mobile	Softbank	81	440	04	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	05	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	06	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	20	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	40	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	41	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	42	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	43	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	44	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	45	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	46	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	47	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	48	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	90	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	92	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	93	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	94	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	95	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	96	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	97	485	Edit	
Japan	Softbank Mobile	Softbank	81	440	98	485	Edit	
Japan	Unallocated prefix	Unallocated prefix	81	n/a	n/a	486	Edit	
Japan	au	KDDI	81	440	07	1017	Edit	
Japan	au	KDDI	81	440	08	1017	Edit	
Japan	au	KDDI	81	440	50	1017	Edit	
Japan	au	KDDI	81	440	51	1017	Edit	
Japan	au	KDDI	81	440	52	1017	Edit	
Japan	au	KDDI	81	440	53	1017	Edit	
Japan	au	KDDI	81	440	54	1017	Edit	
Japan	au	KDDI	81	440	55	1017	Edit	
Japan	au	KDDI	81	440	56	1017	Edit	
Japan	au	KDDI	81	440	70	1017	Edit	
Japan	au	KDDI	81	440	71	1017	Edit	
Japan	au	KDDI	81	440	72	1017	Edit	
Japan	au	KDDI	81	440	73	1017	Edit	
Japan	au	KDDI	81	440	74	1017	Edit	
Japan	au	KDDI	81	440	75	1017	Edit	
Japan	au	KDDI	81	440	76	1017	Edit	
Japan	au	KDDI	81	440	77	1017	Edit	
Japan	au	KDDI	81	440	79	1017	Edit	
Japan	au	KDDI	81	440	88	1017	Edit	
Japan	au	KDDI	81	440	89	1017	Edit	
Japan	eMobile	eMobile	81	440	00	1395	Edit	
Jersey	Jersey Airtel	Jersey Telnet	44	234	03	487	Edit	
Jersey	Jersey Telecom	Jersey Telecom	44	234	50	996	Edit	
Jersey	Sure Jersey	Sure Jersey	44	234	993	997	Edit	
Jordan	JMTS	Zain Jordan	962	416	01	488	Edit	
Jordan	MobileCom Jordan	Orange Jordan	962	416	77	489	Edit	
Jordan	Umniah Jordan	Umniah Jordan	962	416	03	490	Edit	
Jordan	Unallocated prefix	Unallocated prefix	962	n/a	n/a	491	Edit	
Kazakhstan	Altel	Dalacom	7	401	07	493	Edit	
Kazakhstan	GSM Kazakhstan	Kcell	7	401	02	494	Edit	
Kazakhstan	Kar-Tel	Beeline Kazakhstan	7	401	01	495	Edit	
Kazakhstan	Kazakhtelecom	Kazakhtelecom	7	401	08	1393	Edit	
Kazakhstan	Tele2 Kazakhstan	Neo	7	401	77	496	Edit	
Kazakhstan	Unallocated prefix	Unallocated prefix	7	n/a	n/a	497	Edit	
Kenya	Airtel Kenya	Airtel Kenya	254	639	03	498	Edit	
Kenya	Essar Telecom Kenya	yu Mobile	254	639	05	499	Edit	
Kenya	Safaricom	Safaricom	254	639	02	500	Edit	
Kenya	Telekom Kenya	Orange Kenya	254	639	07	501	Edit	
Kenya	Unallocated prefix	Unallocated prefix	254	n/a	n/a	502	Edit	
Kiribati	TSKL	Kiribati Frigate	686	545	09	503	Edit	
Kiribati	Unallocated prefix	Unallocated prefix	686	n/a	n/a	504	Edit	
Kosovo	Ipkonet	Mobitel Kosovo	383	993	41	505	Edit	
Kosovo	PT Kosovo	Vala	383	993	01	506	Edit	
Kosovo	Unallocated prefix	Unallocated prefix	383	n/a	n/a	1141	Edit	
Kuwait	Kuwait Telecom Company	VIVA	965	419	04	1049	Edit	
Kuwait	MTC Kuwait	Zain Kuwait	965	419	02	509	Edit	
Kuwait	Ooredoo Kuwait	Ooredoo Kuwait	965	419	03	510	Edit	
Kuwait	Unallocated prefix	Unallocated prefix	965	n/a	n/a	511	Edit	
Kyrgyzstan	Aktel	Fonex	996	437	03	1392	Edit	
Kyrgyzstan	Alfa Telecom	Megacom	996	437	05	512	Edit	
Kyrgyzstan	Nur Telecom	O!	996	437	09	1050	Edit	
Kyrgyzstan	Sky Mobile	Bitel	996	437	01	513	Edit	
Kyrgyzstan	Sotel	Nexi Kyrgyzstan	996	437	998	1133	Edit	
Kyrgyzstan	Unallocated prefix	Unallocated prefix	996	n/a	n/a	514	Edit	
Laos	Beeline Laos	Beeline Laos	856	457	08	516	Edit	
Laos	ETL Mobile	ETL Lao	856	457	02	1131	Edit	
Laos	Lao Telecom	LaoTel	856	457	01	515	Edit	
Laos	Star Telecom	Unitel Laos	856	457	03	1132	Edit	
Laos	Unallocated prefix	Unallocated prefix	856	n/a	n/a	517	Edit	
Latvia	Bite Latvia	Bite Latvia	371	247	05	518	Edit	
Latvia	Bite Latvia	Bite Latvia	371	247	07	518	Edit	
Latvia	Bite Latvia	Bite Latvia	371	247	08	518	Edit	
Latvia	LMT	LMT	371	247	01	519	Edit	
Latvia	Tele2 Latvia	Tele2 Latvia	371	247	02	520	Edit	
Latvia	Telekom Baltija	Triatel	371	247	03	1010	Edit	
Latvia	Unallocated prefix	Unallocated prefix	371	n/a	n/a	521	Edit	
Lebanon	Alfa	Alfa	961	415	01	522	Edit	
Lebanon	MTC-Touch	MTC-Touch	961	415	03	523	Edit	
Lebanon	Unallocated prefix	Unallocated prefix	961	n/a	n/a	524	Edit	
Lesotho	Econet Ezi-Cel Lesotho	Econet Ezi-Cel Lesotho	266	651	02	525	Edit	
Lesotho	Unallocated prefix	Unallocated prefix	266	n/a	n/a	526	Edit	
Lesotho	Vodacom Lesotho	Vodacom Lesotho	266	651	01	527	Edit	
Liberia	Atlantic Wireless Liberia	Libercell	231	618	02	528	Edit	
Liberia	Cellcom Liberia	Cellcom Liberia	231	618	07	529	Edit	
Liberia	Comium Liberia	Comium Liberia	231	618	04	530	Edit	
Liberia	Lonestar Cell	Lonestar Cell	231	618	01	531	Edit	
Liberia	Unallocated prefix	Unallocated prefix	231	n/a	n/a	532	Edit	
Libya	Al Madar	Al Madar	218	606	01	533	Edit	
Libya	Libyana Mobile	Libyana Mobile	218	606	00	534	Edit	
Libya	Unallocated prefix	Unallocated prefix	218	n/a	n/a	535	Edit	
Liechtenstein	Mobilkom Liechtenstein	Mobilkom Liechtenstein	423	295	05	536	Edit	
Liechtenstein	Orange Liechtenstein	Orange Liechtenstein	423	295	02	537	Edit	
Liechtenstein	Swisscom Liechtenstein	FL GSM	423	295	01	538	Edit	
Liechtenstein	Unallocated prefix	Unallocated prefix	423	n/a	n/a	540	Edit	
Lithuania	Omnitel	Omnitel	370	246	01	541	Edit	
Lithuania	Tele2 Lithuania	Tele2 Lithuania	370	246	03	542	Edit	
Lithuania	UAB Bite	Bite Lithuania	370	246	02	543	Edit	
Lithuania	Unallocated prefix	Unallocated prefix	370	n/a	n/a	544	Edit	
Luxembourg	Orange Luxembourg	Orange Luxembourg	352	270	99	548	Edit	
Luxembourg	P&T Luxembourg	LuxGSM	352	270	01	545	Edit	
Luxembourg	Tango Luxembourg	Tango Luxembourg	352	270	77	546	Edit	
Luxembourg	Unallocated prefix	Unallocated prefix	352	n/a	n/a	547	Edit	
Macau	CTM	CTM	853	455	01	549	Edit	
Macau	CTM	CTM	853	455	04	549	Edit	
Macau	China Telecom Macau	China Telecom Macau	853	455	02	1226	Edit	
Macau	Hutchison Macau	Hutchison Macau	853	455	03	550	Edit	
Macau	Hutchison Macau	Hutchison Macau	853	455	05	550	Edit	
Macau	SmarTone Macau	SmarTone Macau	853	455	00	551	Edit	
Macau	Unallocated prefix	Unallocated prefix	853	n/a	n/a	552	Edit	
Macedonia	One Macedonia	One Macedonia	389	294	02	553	Edit	
Macedonia	T-Mobile Macedonia	T-Mobile Macedonia	389	294	01	554	Edit	
Macedonia	Unallocated prefix	Unallocated prefix	389	n/a	n/a	555	Edit	
Macedonia	VIP Macedonia	VIP Macedonia	389	294	03	556	Edit	
Madagascar	Airtel Madagascar	Airtel Madagascar	261	646	01	557	Edit	
Madagascar	Orange Madagascar	Orange Madagascar	261	646	02	558	Edit	
Madagascar	Telma Mobile	Telma Mobile	261	646	04	559	Edit	
Madagascar	Unallocated prefix	Unallocated prefix	261	n/a	n/a	560	Edit	
Malawi	Airtel Malawi	Airtel Malawi	265	650	10	561	Edit	
Malawi	Telekom Networks Malawi	TNML	265	650	01	562	Edit	
Malawi	Unallocated prefix	Unallocated prefix	265	n/a	n/a	563	Edit	
Malaysia	Celcom	Celcom	60	502	13	564	Edit	
Malaysia	Celcom	Celcom	60	502	19	564	Edit	
Malaysia	Celcom	Celcom	60	502	150	564	Edit	
Malaysia	Digi	Digi	60	502	10	565	Edit	
Malaysia	Digi	Digi	60	502	16	565	Edit	
Malaysia	Maxis	Maxis	60	502	12	566	Edit	
Malaysia	Maxis	Maxis	60	502	17	566	Edit	
Malaysia	Maxis	Maxis	60	502	151	566	Edit	
Malaysia	Packet One Networks	Webe	60	502	153	1606	Edit	
Malaysia	U Mobile	U Mobile	60	502	18	1021	Edit	
Malaysia	Unallocated prefix	Unallocated prefix	60	n/a	n/a	567	Edit	
Malaysia	YTL Communications	Yes Malaysia	60	502	152	1215	Edit	
Maldives	Dhiraagu	DhiMobile	960	472	01	568	Edit	
Maldives	Ooredoo Maldives	Ooredoo Maldives	960	472	02	570	Edit	
Maldives	Unallocated prefix	Unallocated prefix	960	n/a	n/a	569	Edit	
Mali	Malitel	Malitel	223	610	01	571	Edit	
Mali	Orange Mali	Orange Mali	223	610	02	572	Edit	
Mali	Unallocated prefix	Unallocated prefix	223	n/a	n/a	573	Edit	
Malta	Melita Mobile	3G Telecoms Malta	356	278	77	574	Edit	
Malta	Mobisle Communications	Go Mobile	356	278	21	575	Edit	
Malta	Unallocated prefix	Unallocated prefix	356	n/a	n/a	576	Edit	
Malta	Vodafone Malta	Vodafone Malta	356	278	01	577	Edit	
Marshall Islands	MINTA	MINTA	692	551	998	578	Edit	
Marshall Islands	Unallocated prefix	Unallocated prefix	692	n/a	n/a	579	Edit	
Martinique	Digicel Martinique	Digicel Martinique	596	340	995	1003	Edit	
Martinique	Orange Martinique	Orange Martinique	596	340	993	1001	Edit	
Martinique	Outremer Telecom Martinique	Outremer Telecom Martinique	596	340	994	1002	Edit	
Martinique	Unallocated prefix	Unallocated prefix	596	n/a	n/a	986	Edit	
Mauritania	Chinguitel	Chinguitel	222	609	02	1006	Edit	
Mauritania	Mattel	Mattel	222	609	01	580	Edit	
Mauritania	Mauritel Mobiles	Mauritel Mobiles	222	609	10	581	Edit	
Mauritania	Unallocated prefix	Unallocated prefix	222	n/a	n/a	582	Edit	
Mauritius	Cellplus	Orange Mauritius	230	617	01	583	Edit	
Mauritius	Emtel	Emtel	230	617	10	584	Edit	
Mauritius	MTML Mauritius	MTML Mauritius	230	617	02	1389	Edit	
Mauritius	MTML Mauritius	MTML Mauritius	230	617	03	1389	Edit	
Mauritius	MTML Mauritius	MTML Mauritius	230	617	99	1389	Edit	
Mauritius	Unallocated prefix	Unallocated prefix	230	n/a	n/a	585	Edit	
Mayotte	Orange Mayotte	Orange Mayotte	262	647	997	586	Edit	
Mayotte	SRR Mayotte	SRR Mayotte	262	647	995	588	Edit	
Mayotte	Telco OI	Telco OI	262	647	994	1627	Edit	
Mayotte	Unallocated prefix	Unallocated prefix	262	n/a	n/a	1004	Edit	
Mexico	Iusacell	Iusacell	52	334	04	1091	Edit	
Mexico	Iusacell	Iusacell	52	334	40	1091	Edit	
Mexico	Iusacell	Iusacell	52	334	50	1091	Edit	
Mexico	Iusacell	Iusacell	52	334	050	1091	Edit	
Mexico	Iusacell	Iusacell	52	334	070	1091	Edit	
Mexico	Iusacell	Iusacell	52	334	80	1091	Edit	
Mexico	Nextel Mexico	Nextel Mexico	52	334	01	590	Edit	
Mexico	Nextel Mexico	Nextel Mexico	52	334	10	590	Edit	
Mexico	Nextel Mexico	Nextel Mexico	52	334	90	590	Edit	
Mexico	Pegaso PCS	Telefonica Mexico	52	334	03	592	Edit	
Mexico	Pegaso PCS	Telefonica Mexico	52	334	30	592	Edit	
Mexico	Radiomovil Dipsa	Telcel	52	334	02	591	Edit	
Mexico	Radiomovil Dipsa	Telcel	52	334	20	591	Edit	
